sub roi condition position similarity
s001 reslice-R-V7-ROI random 5 0.02540
s001 reslice-R-V8-ROI intact 5 0.08851
s001 reslice-R-V8-ROI scrambled 5 0.04650
s001 reslice-R-V8-ROI random 5 -0.09049
s001 reslice-R-VIP-ROI intact 5 -0.04530
s001 reslice-R-VIP-ROI scrambled 5 0.04026
s001 reslice-R-VIP-ROI random 5 0.02318
s001 reslice-R-VMV1-ROI intact 5 0.00063
s001 reslice-R-VMV1-ROI scrambled 5 -0.11544
s001 reslice-R-VMV1-ROI random 5 -0.07320
s001 reslice-R-VMV2-ROI intact 5 0.10802
s001 reslice-R-VMV2-ROI scrambled 5 0.16219
s001 reslice-R-VMV2-ROI random 5 -0.08164
s001 reslice-R-VMV3-ROI intact 5 0.05341
s001 reslice-R-VMV3-ROI scrambled 5 -0.10831
s001 reslice-R-VMV3-ROI random 5 -0.12787
s001 reslice-R-VVC-ROI intact 5 -0.04365
s001 reslice-R-VVC-ROI scrambled 5 0.04773
s001 reslice-R-VVC-ROI random 5 -0.05555
s001 reslice-R-a10p-ROI intact 5 -0.00673
s001 reslice-R-a10p-ROI scrambled 5 0.02299
s001 reslice-R-a10p-ROI random 5 0.07907
s001 reslice-R-a24-ROI intact 5 -0.12957
s001 reslice-R-a24-ROI scrambled 5 -0.16192
s001 reslice-R-a24-ROI random 5 0.07562
s001 reslice-R-a24pr-ROI intact 5 0.15810
s001 reslice-R-a24pr-ROI scrambled 5 -0.19043
s001 reslice-R-a24pr-ROI random 5 0.16400
s001 reslice-R-a32pr-ROI intact 5 -0.06071
s001 reslice-R-a32pr-ROI scrambled 5 -0.00726
s001 reslice-R-a32pr-ROI random 5 0.02207
s001 reslice-R-a47r-ROI intact 5 0.00664
s001 reslice-R-a47r-ROI scrambled 5 0.11850
s001 reslice-R-a47r-ROI random 5 0.01100
s001 reslice-R-a9-46v-ROI intact 5 0.05813
s001 reslice-R-a9-46v-ROI scrambled 5 0.13284
s001 reslice-R-a9-46v-ROI random 5 0.05776
s001 reslice-R-d23ab-ROI intact 5 -0.07798
s001 reslice-R-d23ab-ROI scrambled 5 -0.00758
s001 reslice-R-d23ab-ROI random 5 -0.13448
s001 reslice-R-d32-ROI intact 5 0.10444
s001 reslice-R-d32-ROI scrambled 5 -0.17086
s001 reslice-R-d32-ROI random 5 0.11225
s001 reslice-R-i6-8-ROI intact 5 -0.13066
s001 reslice-R-i6-8-ROI scrambled 5 0.01382
s001 reslice-R-i6-8-ROI random 5 -0.08844
s001 reslice-R-p10p-ROI intact 5 -0.01576
s001 reslice-R-p10p-ROI scrambled 5 0.02184
s001 reslice-R-p10p-ROI random 5 0.04672
s001 reslice-R-p24-ROI intact 5 0.12639
s001 reslice-R-p24-ROI scrambled 5 -0.23849
s001 reslice-R-p24-ROI random 5 0.18230
s001 reslice-R-p24pr-ROI intact 5 0.01877
s001 reslice-R-p24pr-ROI scrambled 5 -0.01870
s001 reslice-R-p24pr-ROI random 5 -0.05904
s001 reslice-R-p32-ROI intact 5 -0.06943
s001 reslice-R-p32-ROI scrambled 5 -0.04957
s001 reslice-R-p32-ROI random 5 0.17616
s001 reslice-R-p32pr-ROI intact 5 -0.02697
s001 reslice-R-p32pr-ROI scrambled 5 -0.25594
s001 reslice-R-p32pr-ROI random 5 0.20838
s001 reslice-R-p47r-ROI intact 5 -0.02905
s001 reslice-R-p47r-ROI scrambled 5 0.17306
s001 reslice-R-p47r-ROI random 5 -0.05623
s001 reslice-R-p9-46v-ROI intact 5 -0.08021
s001 reslice-R-p9-46v-ROI scrambled 5 -0.01890
s001 reslice-R-p9-46v-ROI random 5 -0.02619
s001 reslice-R-pOFC-ROI intact 5 -0.02393
s001 reslice-R-pOFC-ROI scrambled 5 -0.08727
s001 reslice-R-pOFC-ROI random 5 0.07721
s001 reslice-R-s32-ROI intact 5 -0.17833
s001 reslice-R-s32-ROI scrambled 5 -0.27262
s001 reslice-R-s32-ROI random 5 0.05280
s001 reslice-R-s6-8-ROI intact 5 0.10685
s001 reslice-R-s6-8-ROI scrambled 5 -0.03303
s001 reslice-R-s6-8-ROI random 5 0.09380
s001 reslice-R-v23ab-ROI intact 5 0.07209
s001 reslice-R-v23ab-ROI scrambled 5 0.12046
s001 reslice-R-v23ab-ROI random 5 -0.01660
s002 reslice-L-10d-ROI intact 5 0.02390
s002 reslice-L-10d-ROI scrambled 5 0.28351
s002 reslice-L-10d-ROI random 5 0.08505
s002 reslice-L-10pp-ROI intact 5 0.01559
s002 reslice-L-10pp-ROI scrambled 5 0.05370
s002 reslice-L-10pp-ROI random 5 -0.06710
s002 reslice-L-10r-ROI intact 5 0.16311
s002 reslice-L-10r-ROI scrambled 5 0.36144
s002 reslice-L-10r-ROI random 5 0.14915
s002 reslice-L-10v-ROI intact 5 0.12566
s002 reslice-L-10v-ROI scrambled 5 0.16851
s002 reslice-L-10v-ROI random 5 0.04567
s002 reslice-L-11l-ROI intact 5 0.00545
s002 reslice-L-11l-ROI scrambled 5 0.15883
s002 reslice-L-11l-ROI random 5 0.00637
s002 reslice-L-13l-ROI intact 5 0.04792
s002 reslice-L-13l-ROI scrambled 5 0.04555
s002 reslice-L-13l-ROI random 5 -0.04721
s002 reslice-L-1-ROI intact 5 -0.00696
s002 reslice-L-1-ROI scrambled 5 -0.02017
s002 reslice-L-1-ROI random 5 -0.03374
s002 reslice-L-23c-ROI intact 5 0.25858
s002 reslice-L-23c-ROI scrambled 5 0.41596
s002 reslice-L-23c-ROI random 5 0.20842
s002 reslice-L-23d-ROI intact 5 0.10140
s002 reslice-L-23d-ROI scrambled 5 0.05954
s002 reslice-L-23d-ROI random 5 0.03894
s002 reslice-L-24dd-ROI intact 5 -0.05733
s002 reslice-L-24dd-ROI scrambled 5 0.17139
s002 reslice-L-24dd-ROI random 5 -0.06871
s002 reslice-L-24dv-ROI intact 5 0.00646
s002 reslice-L-24dv-ROI scrambled 5 0.24715
s002 reslice-L-24dv-ROI random 5 -0.03875
s002 reslice-L-25-ROI intact 5 0.14602
s002 reslice-L-25-ROI scrambled 5 -0.04662
s002 reslice-L-25-ROI random 5 0.12152
s002 reslice-L-2-ROI intact 5 0.00153
s002 reslice-L-2-ROI scrambled 5 0.09455
s002 reslice-L-2-ROI random 5 -0.15446
s002 reslice-L-31a-ROI intact 5 0.08962
s002 reslice-L-31a-ROI scrambled 5 0.28743
s002 reslice-L-31a-ROI random 5 0.14784
s002 reslice-L-31pd-ROI intact 5 -0.00910
s002 reslice-L-31pd-ROI scrambled 5 0.31349
s002 reslice-L-31pd-ROI random 5 -0.08854
s002 reslice-L-31pv-ROI intact 5 0.06020
s002 reslice-L-31pv-ROI scrambled 5 0.36183
s002 reslice-L-31pv-ROI random 5 -0.01600
s002 reslice-L-33pr-ROI intact 5 0.03049
s002 reslice-L-33pr-ROI scrambled 5 0.12972
s002 reslice-L-33pr-ROI random 5 -0.06820
s002 reslice-L-3a-ROI intact 5 -0.08460
s002 reslice-L-3a-ROI scrambled 5 -0.21880
s002 reslice-L-3a-ROI random 5 -0.11428
s002 reslice-L-3b-ROI intact 5 -0.13787
s002 reslice-L-3b-ROI scrambled 5 -0.18970
s002 reslice-L-3b-ROI random 5 -0.05546
s002 reslice-L-43-ROI intact 5 0.12805
s002 reslice-L-43-ROI scrambled 5 0.17190
s002 reslice-L-43-ROI random 5 0.12685
s002 reslice-L-44-ROI intact 5 -0.14124
s002 reslice-L-44-ROI scrambled 5 -0.11165
s002 reslice-L-44-ROI random 5 -0.15415
s002 reslice-L-45-ROI intact 5 -0.02905
s002 reslice-L-45-ROI scrambled 5 0.11197
s002 reslice-L-45-ROI random 5 -0.00456
s002 reslice-L-46-ROI intact 5 -0.01569
s002 reslice-L-46-ROI scrambled 5 0.23117
s002 reslice-L-46-ROI random 5 0.16732
s002 reslice-L-47l-ROI intact 5 0.00229
s002 reslice-L-47l-ROI scrambled 5 0.10827
s002 reslice-L-47l-ROI random 5 0.01595
s002 reslice-L-47m-ROI intact 5 0.07021
s002 reslice-L-47m-ROI scrambled 5 0.05516
s002 reslice-L-47m-ROI random 5 0.00871
s002 reslice-L-47s-ROI intact 5 -0.02366
s002 reslice-L-47s-ROI scrambled 5 0.11561
s002 reslice-L-47s-ROI random 5 -0.00790
s002 reslice-L-4-ROI intact 5 -0.02868
s002 reslice-L-4-ROI scrambled 5 -0.04839
s002 reslice-L-4-ROI random 5 0.05938
s002 reslice-L-52-ROI intact 5 0.11882
s002 reslice-L-52-ROI scrambled 5 -0.13101
s002 reslice-L-52-ROI random 5 -0.18636
s002 reslice-L-55b-ROI intact 5 -0.04581
s002 reslice-L-55b-ROI scrambled 5 -0.07702
s002 reslice-L-55b-ROI random 5 -0.06937
s002 reslice-L-5L-ROI intact 5 0.18275
s002 reslice-L-5L-ROI scrambled 5 0.29063
s002 reslice-L-5L-ROI random 5 0.32357
s002 reslice-L-5m-ROI intact 5 0.03433
s002 reslice-L-5m-ROI scrambled 5 0.10024
s002 reslice-L-5m-ROI random 5 0.06307
s002 reslice-L-5mv-ROI intact 5 0.22258
s002 reslice-L-5mv-ROI scrambled 5 0.11696
s002 reslice-L-5mv-ROI random 5 0.22042
s002 reslice-L-6a-ROI intact 5 0.06019
s002 reslice-L-6a-ROI scrambled 5 -0.04290
s002 reslice-L-6a-ROI random 5 0.02019
s002 reslice-L-6d-ROI intact 5 -0.03956
s002 reslice-L-6d-ROI scrambled 5 -0.02968
s002 reslice-L-6d-ROI random 5 -0.02998
s002 reslice-L-6ma-ROI intact 5 -0.10111
s002 reslice-L-6ma-ROI scrambled 5 0.01077
s002 reslice-L-6ma-ROI random 5 -0.06075
s002 reslice-L-6mp-ROI intact 5 -0.04821
s002 reslice-L-6mp-ROI scrambled 5 0.12443
s002 reslice-L-6mp-ROI random 5 0.05311
s002 reslice-L-6r-ROI intact 5 -0.08952
s002 reslice-L-6r-ROI scrambled 5 -0.10135
s002 reslice-L-6r-ROI random 5 -0.08590
s002 reslice-L-6v-ROI intact 5 -0.09151
s002 reslice-L-6v-ROI scrambled 5 0.29214
s002 reslice-L-6v-ROI random 5 -0.02795
s002 reslice-L-7AL-ROI intact 5 -0.13120
s002 reslice-L-7AL-ROI scrambled 5 0.13127
s002 reslice-L-7AL-ROI random 5 0.03162
s002 reslice-L-7Am-ROI intact 5 0.06693
s002 reslice-L-7Am-ROI scrambled 5 0.14053
s002 reslice-L-7Am-ROI random 5 0.28512
s002 reslice-L-7PC-ROI intact 5 0.05501
s002 reslice-L-7PC-ROI scrambled 5 0.02578
s002 reslice-L-7PC-ROI random 5 -0.00568
s002 reslice-L-7PL-ROI intact 5 -0.03185
s002 reslice-L-7PL-ROI scrambled 5 0.20001
s002 reslice-L-7PL-ROI random 5 0.14104
s002 reslice-L-7Pm-ROI intact 5 -0.04604
s002 reslice-L-7Pm-ROI scrambled 5 0.10441
s002 reslice-L-7Pm-ROI random 5 0.35346
s002 reslice-L-7m-ROI intact 5 0.01589
s002 reslice-L-7m-ROI scrambled 5 0.11907
s002 reslice-L-7m-ROI random 5 0.12750
s002 reslice-L-8Ad-ROI intact 5 -0.02990
s002 reslice-L-8Ad-ROI scrambled 5 0.36970
s002 reslice-L-8Ad-ROI random 5 0.04592
s002 reslice-L-8Av-ROI intact 5 -0.08201
s002 reslice-L-8Av-ROI scrambled 5 0.07697
s002 reslice-L-8Av-ROI random 5 -0.00368
s002 reslice-L-8BL-ROI intact 5 -0.08810
s002 reslice-L-8BL-ROI scrambled 5 -0.03897
s002 reslice-L-8BL-ROI random 5 -0.04140
s002 reslice-L-8BM-ROI intact 5 0.07495
s002 reslice-L-8BM-ROI scrambled 5 0.02281
s002 reslice-L-8BM-ROI random 5 -0.03235
s002 reslice-L-8C-ROI intact 5 -0.09946
s002 reslice-L-8C-ROI scrambled 5 0.10698
s002 reslice-L-8C-ROI random 5 0.06793
s002 reslice-L-9-46d-ROI intact 5 -0.00432
s002 reslice-L-9-46d-ROI scrambled 5 0.15743
s002 reslice-L-9-46d-ROI random 5 0.18556
s002 reslice-L-9a-ROI intact 5 0.08019
s002 reslice-L-9a-ROI scrambled 5 0.03780
s002 reslice-L-9a-ROI random 5 0.12535
s002 reslice-L-9m-ROI intact 5 0.09494
s002 reslice-L-9m-ROI scrambled 5 0.17473
s002 reslice-L-9m-ROI random 5 0.05982
s002 reslice-L-9p-ROI intact 5 0.32825
s002 reslice-L-9p-ROI scrambled 5 0.32942
s002 reslice-L-9p-ROI random 5 0.17531
s002 reslice-L-A1-ROI intact 5 -0.11702
s002 reslice-L-A1-ROI scrambled 5 0.05057
s002 reslice-L-A1-ROI random 5 -0.11101
s002 reslice-L-A4-ROI intact 5 -0.03207
s002 reslice-L-A4-ROI scrambled 5 0.04517
s002 reslice-L-A4-ROI random 5 -0.09976
s002 reslice-L-A5-ROI intact 5 -0.02487
s002 reslice-L-A5-ROI scrambled 5 0.17138
s002 reslice-L-A5-ROI random 5 -0.01601
s002 reslice-L-AAIC-ROI intact 5 0.01133
s002 reslice-L-AAIC-ROI scrambled 5 0.10341
s002 reslice-L-AAIC-ROI random 5 -0.00635
s002 reslice-L-AIP-ROI intact 5 -0.07155
s002 reslice-L-AIP-ROI scrambled 5 0.21308
s002 reslice-L-AIP-ROI random 5 0.22005
s002 reslice-L-AVI-ROI intact 5 0.12436
s002 reslice-L-AVI-ROI scrambled 5 0.20014
s002 reslice-L-AVI-ROI random 5 -0.06661
s002 reslice-L-DVT-ROI intact 5 -0.04512
s002 reslice-L-DVT-ROI scrambled 5 -0.00647
s002 reslice-L-DVT-ROI random 5 0.14272
s002 reslice-L-EC-ROI intact 5 NaN
s002 reslice-L-EC-ROI scrambled 5 NaN
s002 reslice-L-EC-ROI random 5 NaN
s002 reslice-L-FEF-ROI intact 5 -0.07368
s002 reslice-L-FEF-ROI scrambled 5 0.10047
s002 reslice-L-FEF-ROI random 5 0.07069
s002 reslice-L-FFC-ROI intact 5 0.38801
s002 reslice-L-FFC-ROI scrambled 5 0.15236
s002 reslice-L-FFC-ROI random 5 0.34992
s002 reslice-L-FOP1-ROI intact 5 -0.04722
s002 reslice-L-FOP1-ROI scrambled 5 0.01868
s002 reslice-L-FOP1-ROI random 5 -0.03491
s002 reslice-L-FOP2-ROI intact 5 0.15537
s002 reslice-L-FOP2-ROI scrambled 5 0.41363
s002 reslice-L-FOP2-ROI random 5 0.25472
s002 reslice-L-FOP3-ROI intact 5 0.07009
s002 reslice-L-FOP3-ROI scrambled 5 0.08433
s002 reslice-L-FOP3-ROI random 5 -0.00267
s002 reslice-L-FOP4-ROI intact 5 -0.02645
s002 reslice-L-FOP4-ROI scrambled 5 -0.04662
s002 reslice-L-FOP4-ROI random 5 0.01515
s002 reslice-L-FOP5-ROI intact 5 -0.06550
s002 reslice-L-FOP5-ROI scrambled 5 0.05546
s002 reslice-L-FOP5-ROI random 5 -0.11603
s002 reslice-L-FST-ROI intact 5 -0.05990
s002 reslice-L-FST-ROI scrambled 5 0.09883
s002 reslice-L-FST-ROI random 5 0.08303
s002 reslice-L-H-ROI intact 5 0.05864
s002 reslice-L-H-ROI scrambled 5 -0.09383
s002 reslice-L-H-ROI random 5 -0.11515
s002 reslice-L-IFJa-ROI intact 5 -0.08138
s002 reslice-L-IFJa-ROI scrambled 5 -0.13413
s002 reslice-L-IFJa-ROI random 5 -0.15152
s002 reslice-L-IFJp-ROI intact 5 0.05014
s002 reslice-L-IFJp-ROI scrambled 5 0.00125
s002 reslice-L-IFJp-ROI random 5 -0.00682
s002 reslice-L-IFSa-ROI intact 5 0.04245
s002 reslice-L-IFSa-ROI scrambled 5 -0.12606
s002 reslice-L-IFSa-ROI random 5 0.11097
s002 reslice-L-IFSp-ROI intact 5 -0.11461
s002 reslice-L-IFSp-ROI scrambled 5 0.08392
s002 reslice-L-IFSp-ROI random 5 -0.02052
s002 reslice-L-IP0-ROI intact 5 -0.09126
s002 reslice-L-IP0-ROI scrambled 5 -0.13405
s002 reslice-L-IP0-ROI random 5 0.00540
s002 reslice-L-IP1-ROI intact 5 0.08253
s002 reslice-L-IP1-ROI scrambled 5 0.20251
s002 reslice-L-IP1-ROI random 5 0.13728
s002 reslice-L-IP2-ROI intact 5 0.09472
s002 reslice-L-IP2-ROI scrambled 5 0.00900
s002 reslice-L-IP2-ROI random 5 0.09761
s002 reslice-L-IPS1-ROI intact 5 -0.00454
s002 reslice-L-IPS1-ROI scrambled 5 0.03650
s002 reslice-L-IPS1-ROI random 5 -0.07898
s002 reslice-L-Ig-ROI intact 5 -0.10791
s002 reslice-L-Ig-ROI scrambled 5 0.22427
s002 reslice-L-Ig-ROI random 5 -0.11391
s002 reslice-L-LBelt-ROI intact 5 -0.01505
s002 reslice-L-LBelt-ROI scrambled 5 -0.02964
s002 reslice-L-LBelt-ROI random 5 -0.03284
s002 reslice-L-LIPd-ROI intact 5 0.05639
s002 reslice-L-LIPd-ROI scrambled 5 -0.06994
s002 reslice-L-LIPd-ROI random 5 -0.06298
s002 reslice-L-LIPv-ROI intact 5 -0.02605
s002 reslice-L-LIPv-ROI scrambled 5 0.17746
s002 reslice-L-LIPv-ROI random 5 0.04780
s002 reslice-L-LO1-ROI intact 5 0.25661
s002 reslice-L-LO1-ROI scrambled 5 0.03980
s002 reslice-L-LO1-ROI random 5 0.28205
s002 reslice-L-LO2-ROI intact 5 0.26457
s002 reslice-L-LO2-ROI scrambled 5 0.13018
s002 reslice-L-LO2-ROI random 5 0.42069
s002 reslice-L-LO3-ROI intact 5 0.28602
s002 reslice-L-LO3-ROI scrambled 5 -0.05402
s002 reslice-L-LO3-ROI random 5 0.17677
s002 reslice-L-MBelt-ROI intact 5 0.01505
s002 reslice-L-MBelt-ROI scrambled 5 -0.12236
s002 reslice-L-MBelt-ROI random 5 -0.03861
s002 reslice-L-MIP-ROI intact 5 -0.03128
s002 reslice-L-MIP-ROI scrambled 5 0.11299
s002 reslice-L-MIP-ROI random 5 -0.02887
s002 reslice-L-MI-ROI intact 5 0.05261
s002 reslice-L-MI-ROI scrambled 5 0.03943
s002 reslice-L-MI-ROI random 5 -0.07322
s002 reslice-L-MST-ROI intact 5 -0.16735
s002 reslice-L-MST-ROI scrambled 5 -0.06817
s002 reslice-L-MST-ROI random 5 -0.09262
s002 reslice-L-MT-ROI intact 5 -0.03331
s002 reslice-L-MT-ROI scrambled 5 -0.13549
s002 reslice-L-MT-ROI random 5 -0.08330
s002 reslice-L-OFC-ROI intact 5 -0.13467
s002 reslice-L-OFC-ROI scrambled 5 -0.12517
s002 reslice-L-OFC-ROI random 5 -0.11901
s002 reslice-L-OP1-ROI intact 5 0.04408
s002 reslice-L-OP1-ROI scrambled 5 0.16786
s002 reslice-L-OP1-ROI random 5 -0.15069
s002 reslice-L-OP2-3-ROI intact 5 -0.02638
s002 reslice-L-OP2-3-ROI scrambled 5 0.11029
s002 reslice-L-OP2-3-ROI random 5 -0.10525
s002 reslice-L-OP4-ROI intact 5 0.10748
s002 reslice-L-OP4-ROI scrambled 5 0.09398
s002 reslice-L-OP4-ROI random 5 -0.08246
s002 reslice-L-PBelt-ROI intact 5 -0.03233
s002 reslice-L-PBelt-ROI scrambled 5 0.07330
s002 reslice-L-PBelt-ROI random 5 -0.09434
s002 reslice-L-PCV-ROI intact 5 0.05634
s002 reslice-L-PCV-ROI scrambled 5 0.35425
s002 reslice-L-PCV-ROI random 5 0.11730
s002 reslice-L-PEF-ROI intact 5 0.05375
s002 reslice-L-PEF-ROI scrambled 5 0.04417
s002 reslice-L-PEF-ROI random 5 0.01093
s002 reslice-L-PF-ROI intact 5 0.02001
s002 reslice-L-PF-ROI scrambled 5 0.21356
s002 reslice-L-PF-ROI random 5 0.09812
s002 reslice-L-PFcm-ROI intact 5 -0.06682
s002 reslice-L-PFcm-ROI scrambled 5 -0.00026
s002 reslice-L-PFcm-ROI random 5 -0.08326
s002 reslice-L-PFm-ROI intact 5 -0.02351
s002 reslice-L-PFm-ROI scrambled 5 0.16040
s002 reslice-L-PFm-ROI random 5 0.04733
s002 reslice-L-PFop-ROI intact 5 -0.04315
s002 reslice-L-PFop-ROI scrambled 5 0.05203
s002 reslice-L-PFop-ROI random 5 -0.03625
s002 reslice-L-PFt-ROI intact 5 -0.03959
s002 reslice-L-PFt-ROI scrambled 5 0.19116
s002 reslice-L-PFt-ROI random 5 0.10465
s002 reslice-L-PGi-ROI intact 5 0.07707
s002 reslice-L-PGi-ROI scrambled 5 0.10474
s002 reslice-L-PGi-ROI random 5 0.14787
s002 reslice-L-PGp-ROI intact 5 0.11088
s002 reslice-L-PGp-ROI scrambled 5 0.04651
s002 reslice-L-PGp-ROI random 5 0.01941
s002 reslice-L-PGs-ROI intact 5 0.00664
s002 reslice-L-PGs-ROI scrambled 5 0.21144
s002 reslice-L-PGs-ROI random 5 0.07950
s002 reslice-L-PHA1-ROI intact 5 0.16692
s002 reslice-L-PHA1-ROI scrambled 5 0.02475
s002 reslice-L-PHA1-ROI random 5 -0.07540
s002 reslice-L-PHA2-ROI intact 5 -0.03113
s002 reslice-L-PHA2-ROI scrambled 5 0.10838
s002 reslice-L-PHA2-ROI random 5 0.11918
s002 reslice-L-PHA3-ROI intact 5 0.18624
s002 reslice-L-PHA3-ROI scrambled 5 0.20169
s002 reslice-L-PHA3-ROI random 5 0.01953
s002 reslice-L-PHT-ROI intact 5 -0.00039
s002 reslice-L-PHT-ROI scrambled 5 -0.08021
s002 reslice-L-PHT-ROI random 5 0.16326
s002 reslice-L-PH-ROI intact 5 0.28111
s002 reslice-L-PH-ROI scrambled 5 0.17914
s002 reslice-L-PH-ROI random 5 0.18542
s002 reslice-L-PIT-ROI intact 5 0.19173
s002 reslice-L-PIT-ROI scrambled 5 -0.13192
s002 reslice-L-PIT-ROI random 5 0.18656
s002 reslice-L-PI-ROI intact 5 0.12785
s002 reslice-L-PI-ROI scrambled 5 0.04512
s002 reslice-L-PI-ROI random 5 0.05115
s002 reslice-L-POS1-ROI intact 5 0.06619
s002 reslice-L-POS1-ROI scrambled 5 -0.00289
s002 reslice-L-POS1-ROI random 5 0.10146
s002 reslice-L-POS2-ROI intact 5 -0.04280
s002 reslice-L-POS2-ROI scrambled 5 -0.12834
s002 reslice-L-POS2-ROI random 5 0.23429
s002 reslice-L-PSL-ROI intact 5 0.01804
s002 reslice-L-PSL-ROI scrambled 5 0.12920
s002 reslice-L-PSL-ROI random 5 -0.03082
s002 reslice-L-PeEc-ROI intact 5 0.12658
s002 reslice-L-PeEc-ROI scrambled 5 0.04981
s002 reslice-L-PeEc-ROI random 5 0.03278
s002 reslice-L-Pir-ROI intact 5 0.05810
s002 reslice-L-Pir-ROI scrambled 5 0.05896
s002 reslice-L-Pir-ROI random 5 -0.00628
s002 reslice-L-PoI1-ROI intact 5 0.11018
s002 reslice-L-PoI1-ROI scrambled 5 0.14888
s002 reslice-L-PoI1-ROI random 5 -0.00836
s002 reslice-L-PoI2-ROI intact 5 -0.01033
s002 reslice-L-PoI2-ROI scrambled 5 0.04561
s002 reslice-L-PoI2-ROI random 5 -0.01065
s002 reslice-L-PreS-ROI intact 5 0.17948
s002 reslice-L-PreS-ROI scrambled 5 0.12646
s002 reslice-L-PreS-ROI random 5 0.13331
s002 reslice-L-ProS-ROI intact 5 -0.09752
s002 reslice-L-ProS-ROI scrambled 5 -0.13737
s002 reslice-L-ProS-ROI random 5 -0.02671
s002 reslice-L-RI-ROI intact 5 -0.11030
s002 reslice-L-RI-ROI scrambled 5 0.01080
s002 reslice-L-RI-ROI random 5 -0.00680
s002 reslice-L-RSC-ROI intact 5 0.23087
s002 reslice-L-RSC-ROI scrambled 5 0.08375
s002 reslice-L-RSC-ROI random 5 0.22845
s002 reslice-L-SCEF-ROI intact 5 -0.03877
s002 reslice-L-SCEF-ROI scrambled 5 0.19101
s002 reslice-L-SCEF-ROI random 5 0.07734
s002 reslice-L-SFL-ROI intact 5 -0.18779
s002 reslice-L-SFL-ROI scrambled 5 0.12010
s002 reslice-L-SFL-ROI random 5 -0.00817
s002 reslice-L-STGa-ROI intact 5 0.05786
s002 reslice-L-STGa-ROI scrambled 5 0.00781
s002 reslice-L-STGa-ROI random 5 0.15814
s002 reslice-L-STSda-ROI intact 5 -0.04438
s002 reslice-L-STSda-ROI scrambled 5 -0.06050
s002 reslice-L-STSda-ROI random 5 -0.10028
s002 reslice-L-STSdp-ROI intact 5 -0.01108
s002 reslice-L-STSdp-ROI scrambled 5 0.02047
s002 reslice-L-STSdp-ROI random 5 -0.01925
s002 reslice-L-STSva-ROI intact 5 0.13103
s002 reslice-L-STSva-ROI scrambled 5 0.14940
s002 reslice-L-STSva-ROI random 5 0.02250
s002 reslice-L-STSvp-ROI intact 5 0.06878
s002 reslice-L-STSvp-ROI scrambled 5 -0.05083
s002 reslice-L-STSvp-ROI random 5 -0.00045
s002 reslice-L-STV-ROI intact 5 0.01200
s002 reslice-L-STV-ROI scrambled 5 0.24961
s002 reslice-L-STV-ROI random 5 -0.03964
s002 reslice-L-TA2-ROI intact 5 0.07586
s002 reslice-L-TA2-ROI scrambled 5 -0.16446
s002 reslice-L-TA2-ROI random 5 -0.04891
s002 reslice-L-TE1a-ROI intact 5 0.10512
s002 reslice-L-TE1a-ROI scrambled 5 -0.02079
s002 reslice-L-TE1a-ROI random 5 0.00617
s002 reslice-L-TE1m-ROI intact 5 0.03039
s002 reslice-L-TE1m-ROI scrambled 5 0.10177
s002 reslice-L-TE1m-ROI random 5 -0.04051
s002 reslice-L-TE1p-ROI intact 5 0.10922
s002 reslice-L-TE1p-ROI scrambled 5 -0.10364
s002 reslice-L-TE1p-ROI random 5 0.13739
s002 reslice-L-TE2a-ROI intact 5 0.09493
s002 reslice-L-TE2a-ROI scrambled 5 0.02633
s002 reslice-L-TE2a-ROI random 5 0.05799
s002 reslice-L-TE2p-ROI intact 5 0.17969
s002 reslice-L-TE2p-ROI scrambled 5 -0.03840
s002 reslice-L-TE2p-ROI random 5 -0.05863
s002 reslice-L-TF-ROI intact 5 -0.00250
s002 reslice-L-TF-ROI scrambled 5 -0.12099
s002 reslice-L-TF-ROI random 5 -0.04823
s002 reslice-L-TGd-ROI intact 5 0.05573
s002 reslice-L-TGd-ROI scrambled 5 -0.02870
s002 reslice-L-TGd-ROI random 5 0.07721
s002 reslice-L-TGv-ROI intact 5 0.02435
s002 reslice-L-TGv-ROI scrambled 5 -0.01986
s002 reslice-L-TGv-ROI random 5 0.01336
s002 reslice-L-TPOJ1-ROI intact 5 -0.09588
s002 reslice-L-TPOJ1-ROI scrambled 5 -0.12352
s002 reslice-L-TPOJ1-ROI random 5 -0.15786
s002 reslice-L-TPOJ2-ROI intact 5 -0.08251
s002 reslice-L-TPOJ2-ROI scrambled 5 -0.05850
s002 reslice-L-TPOJ2-ROI random 5 0.00673
s002 reslice-L-TPOJ3-ROI intact 5 0.03763
s002 reslice-L-TPOJ3-ROI scrambled 5 -0.03421
s002 reslice-L-TPOJ3-ROI random 5 0.03868
s002 reslice-L-V1-ROI intact 5 0.30987
s002 reslice-L-V1-ROI scrambled 5 -0.05442
s002 reslice-L-V1-ROI random 5 0.27519
s002 reslice-L-V2-ROI intact 5 0.17729
s002 reslice-L-V2-ROI scrambled 5 -0.06402
s002 reslice-L-V2-ROI random 5 0.25398
s002 reslice-L-V3A-ROI intact 5 -0.03587
s002 reslice-L-V3A-ROI scrambled 5 -0.19183
s002 reslice-L-V3A-ROI random 5 0.07870
s002 reslice-L-V3B-ROI intact 5 -0.00569
s002 reslice-L-V3B-ROI scrambled 5 -0.07493
s002 reslice-L-V3B-ROI random 5 -0.01004
s002 reslice-L-V3CD-ROI intact 5 0.13811
s002 reslice-L-V3CD-ROI scrambled 5 0.07335
s002 reslice-L-V3CD-ROI random 5 0.16103
