sub roi condition position similarity
s011 reslice-R-24dv-ROI random 1 0.09923
s011 reslice-R-25-ROI intact 1 -0.05149
s011 reslice-R-25-ROI scrambled 1 0.00501
s011 reslice-R-25-ROI random 1 -0.00983
s011 reslice-R-2-ROI intact 1 0.28677
s011 reslice-R-2-ROI scrambled 1 0.29442
s011 reslice-R-2-ROI random 1 0.26907
s011 reslice-R-31a-ROI intact 1 0.57331
s011 reslice-R-31a-ROI scrambled 1 0.54559
s011 reslice-R-31a-ROI random 1 0.24821
s011 reslice-R-31pd-ROI intact 1 0.22984
s011 reslice-R-31pd-ROI scrambled 1 0.23895
s011 reslice-R-31pd-ROI random 1 0.20098
s011 reslice-R-31pv-ROI intact 1 0.59740
s011 reslice-R-31pv-ROI scrambled 1 0.19528
s011 reslice-R-31pv-ROI random 1 0.30270
s011 reslice-R-33pr-ROI intact 1 0.23283
s011 reslice-R-33pr-ROI scrambled 1 0.48164
s011 reslice-R-33pr-ROI random 1 0.05140
s011 reslice-R-3a-ROI intact 1 -0.01664
s011 reslice-R-3a-ROI scrambled 1 -0.11379
s011 reslice-R-3a-ROI random 1 0.01275
s011 reslice-R-3b-ROI intact 1 0.22219
s011 reslice-R-3b-ROI scrambled 1 0.23202
s011 reslice-R-3b-ROI random 1 0.26066
s011 reslice-R-43-ROI intact 1 0.25171
s011 reslice-R-43-ROI scrambled 1 0.43365
s011 reslice-R-43-ROI random 1 0.16394
s011 reslice-R-44-ROI intact 1 0.04906
s011 reslice-R-44-ROI scrambled 1 0.12420
s011 reslice-R-44-ROI random 1 0.16473
s011 reslice-R-45-ROI intact 1 0.18549
s011 reslice-R-45-ROI scrambled 1 0.31711
s011 reslice-R-45-ROI random 1 0.23044
s011 reslice-R-46-ROI intact 1 0.57644
s011 reslice-R-46-ROI scrambled 1 0.53242
s011 reslice-R-46-ROI random 1 0.27938
s011 reslice-R-47l-ROI intact 1 0.01431
s011 reslice-R-47l-ROI scrambled 1 -0.03848
s011 reslice-R-47l-ROI random 1 0.03719
s011 reslice-R-47m-ROI intact 1 0.04111
s011 reslice-R-47m-ROI scrambled 1 0.23202
s011 reslice-R-47m-ROI random 1 0.12864
s011 reslice-R-47s-ROI intact 1 0.05074
s011 reslice-R-47s-ROI scrambled 1 0.19447
s011 reslice-R-47s-ROI random 1 0.15042
s011 reslice-R-4-ROI intact 1 0.28554
s011 reslice-R-4-ROI scrambled 1 0.16163
s011 reslice-R-4-ROI random 1 0.21744
s011 reslice-R-52-ROI intact 1 0.50307
s011 reslice-R-52-ROI scrambled 1 0.25390
s011 reslice-R-52-ROI random 1 0.23207
s011 reslice-R-55b-ROI intact 1 0.34023
s011 reslice-R-55b-ROI scrambled 1 0.40623
s011 reslice-R-55b-ROI random 1 0.28456
s011 reslice-R-5L-ROI intact 1 0.39455
s011 reslice-R-5L-ROI scrambled 1 0.39861
s011 reslice-R-5L-ROI random 1 0.38698
s011 reslice-R-5m-ROI intact 1 0.15384
s011 reslice-R-5m-ROI scrambled 1 -0.02018
s011 reslice-R-5m-ROI random 1 0.04607
s011 reslice-R-5mv-ROI intact 1 0.55790
s011 reslice-R-5mv-ROI scrambled 1 0.43041
s011 reslice-R-5mv-ROI random 1 0.38905
s011 reslice-R-6a-ROI intact 1 0.47533
s011 reslice-R-6a-ROI scrambled 1 0.44786
s011 reslice-R-6a-ROI random 1 0.38455
s011 reslice-R-6d-ROI intact 1 0.33631
s011 reslice-R-6d-ROI scrambled 1 0.36505
s011 reslice-R-6d-ROI random 1 0.20175
s011 reslice-R-6ma-ROI intact 1 0.39264
s011 reslice-R-6ma-ROI scrambled 1 0.47604
s011 reslice-R-6ma-ROI random 1 0.41424
s011 reslice-R-6mp-ROI intact 1 0.36741
s011 reslice-R-6mp-ROI scrambled 1 0.33705
s011 reslice-R-6mp-ROI random 1 0.29109
s011 reslice-R-6r-ROI intact 1 0.12424
s011 reslice-R-6r-ROI scrambled 1 0.03362
s011 reslice-R-6r-ROI random 1 0.17016
s011 reslice-R-6v-ROI intact 1 0.12939
s011 reslice-R-6v-ROI scrambled 1 0.07414
s011 reslice-R-6v-ROI random 1 0.18606
s011 reslice-R-7AL-ROI intact 1 0.21888
s011 reslice-R-7AL-ROI scrambled 1 0.33440
s011 reslice-R-7AL-ROI random 1 0.28613
s011 reslice-R-7Am-ROI intact 1 0.66396
s011 reslice-R-7Am-ROI scrambled 1 0.60433
s011 reslice-R-7Am-ROI random 1 0.50998
s011 reslice-R-7PC-ROI intact 1 0.24786
s011 reslice-R-7PC-ROI scrambled 1 0.15664
s011 reslice-R-7PC-ROI random 1 0.22810
s011 reslice-R-7PL-ROI intact 1 0.17680
s011 reslice-R-7PL-ROI scrambled 1 0.11857
s011 reslice-R-7PL-ROI random 1 0.27971
s011 reslice-R-7Pm-ROI intact 1 0.78958
s011 reslice-R-7Pm-ROI scrambled 1 0.76427
s011 reslice-R-7Pm-ROI random 1 0.64758
s011 reslice-R-7m-ROI intact 1 0.41228
s011 reslice-R-7m-ROI scrambled 1 0.39245
s011 reslice-R-7m-ROI random 1 0.27076
s011 reslice-R-8Ad-ROI intact 1 0.33471
s011 reslice-R-8Ad-ROI scrambled 1 0.48818
s011 reslice-R-8Ad-ROI random 1 0.30241
s011 reslice-R-8Av-ROI intact 1 0.36719
s011 reslice-R-8Av-ROI scrambled 1 0.28028
s011 reslice-R-8Av-ROI random 1 0.25114
s011 reslice-R-8BL-ROI intact 1 0.45498
s011 reslice-R-8BL-ROI scrambled 1 0.43253
s011 reslice-R-8BL-ROI random 1 0.34350
s011 reslice-R-8BM-ROI intact 1 0.56465
s011 reslice-R-8BM-ROI scrambled 1 0.48490
s011 reslice-R-8BM-ROI random 1 0.27240
s011 reslice-R-8C-ROI intact 1 0.33009
s011 reslice-R-8C-ROI scrambled 1 0.49598
s011 reslice-R-8C-ROI random 1 0.30170
s011 reslice-R-9-46d-ROI intact 1 0.24184
s011 reslice-R-9-46d-ROI scrambled 1 0.45397
s011 reslice-R-9-46d-ROI random 1 0.00613
s011 reslice-R-9a-ROI intact 1 0.35878
s011 reslice-R-9a-ROI scrambled 1 0.30946
s011 reslice-R-9a-ROI random 1 0.27437
s011 reslice-R-9m-ROI intact 1 0.43998
s011 reslice-R-9m-ROI scrambled 1 0.33000
s011 reslice-R-9m-ROI random 1 0.23507
s011 reslice-R-9p-ROI intact 1 0.37722
s011 reslice-R-9p-ROI scrambled 1 0.32917
s011 reslice-R-9p-ROI random 1 0.25607
s011 reslice-R-A1-ROI intact 1 0.26506
s011 reslice-R-A1-ROI scrambled 1 0.39577
s011 reslice-R-A1-ROI random 1 0.26994
s011 reslice-R-A4-ROI intact 1 0.40771
s011 reslice-R-A4-ROI scrambled 1 0.46662
s011 reslice-R-A4-ROI random 1 0.38628
s011 reslice-R-A5-ROI intact 1 0.34702
s011 reslice-R-A5-ROI scrambled 1 0.24390
s011 reslice-R-A5-ROI random 1 0.29881
s011 reslice-R-AAIC-ROI intact 1 -0.01487
s011 reslice-R-AAIC-ROI scrambled 1 0.11209
s011 reslice-R-AAIC-ROI random 1 -0.01867
s011 reslice-R-AIP-ROI intact 1 0.26039
s011 reslice-R-AIP-ROI scrambled 1 0.18359
s011 reslice-R-AIP-ROI random 1 0.13040
s011 reslice-R-AVI-ROI intact 1 0.04249
s011 reslice-R-AVI-ROI scrambled 1 0.13298
s011 reslice-R-AVI-ROI random 1 0.14658
s011 reslice-R-DVT-ROI intact 1 0.35420
s011 reslice-R-DVT-ROI scrambled 1 0.16217
s011 reslice-R-DVT-ROI random 1 0.27883
s011 reslice-R-EC-ROI intact 1 0.00432
s011 reslice-R-EC-ROI scrambled 1 -0.11593
s011 reslice-R-EC-ROI random 1 0.12400
s011 reslice-R-FEF-ROI intact 1 0.47328
s011 reslice-R-FEF-ROI scrambled 1 0.58685
s011 reslice-R-FEF-ROI random 1 0.49590
s011 reslice-R-FFC-ROI intact 1 0.48480
s011 reslice-R-FFC-ROI scrambled 1 0.44913
s011 reslice-R-FFC-ROI random 1 0.41781
s011 reslice-R-FOP1-ROI intact 1 0.06660
s011 reslice-R-FOP1-ROI scrambled 1 0.13392
s011 reslice-R-FOP1-ROI random 1 0.04166
s011 reslice-R-FOP2-ROI intact 1 0.16615
s011 reslice-R-FOP2-ROI scrambled 1 -0.04166
s011 reslice-R-FOP2-ROI random 1 0.06530
s011 reslice-R-FOP3-ROI intact 1 0.05920
s011 reslice-R-FOP3-ROI scrambled 1 0.14793
s011 reslice-R-FOP3-ROI random 1 0.06012
s011 reslice-R-FOP4-ROI intact 1 0.11940
s011 reslice-R-FOP4-ROI scrambled 1 0.40109
s011 reslice-R-FOP4-ROI random 1 0.06549
s011 reslice-R-FOP5-ROI intact 1 0.00441
s011 reslice-R-FOP5-ROI scrambled 1 0.35151
s011 reslice-R-FOP5-ROI random 1 0.08982
s011 reslice-R-FST-ROI intact 1 0.36125
s011 reslice-R-FST-ROI scrambled 1 0.27998
s011 reslice-R-FST-ROI random 1 0.16864
s011 reslice-R-H-ROI intact 1 -0.25000
s011 reslice-R-H-ROI scrambled 1 0.55556
s011 reslice-R-H-ROI random 1 0.55556
s011 reslice-R-IFJa-ROI intact 1 0.27176
s011 reslice-R-IFJa-ROI scrambled 1 0.40509
s011 reslice-R-IFJa-ROI random 1 0.13759
s011 reslice-R-IFJp-ROI intact 1 -0.00061
s011 reslice-R-IFJp-ROI scrambled 1 0.21332
s011 reslice-R-IFJp-ROI random 1 0.13053
s011 reslice-R-IFSa-ROI intact 1 0.38735
s011 reslice-R-IFSa-ROI scrambled 1 0.49787
s011 reslice-R-IFSa-ROI random 1 0.21835
s011 reslice-R-IFSp-ROI intact 1 0.14800
s011 reslice-R-IFSp-ROI scrambled 1 0.23128
s011 reslice-R-IFSp-ROI random 1 0.09132
s011 reslice-R-IP0-ROI intact 1 0.83366
s011 reslice-R-IP0-ROI scrambled 1 0.61484
s011 reslice-R-IP0-ROI random 1 0.78433
s011 reslice-R-IP1-ROI intact 1 0.18413
s011 reslice-R-IP1-ROI scrambled 1 0.38324
s011 reslice-R-IP1-ROI random 1 0.28097
s011 reslice-R-IP2-ROI intact 1 0.60116
s011 reslice-R-IP2-ROI scrambled 1 0.33679
s011 reslice-R-IP2-ROI random 1 0.40416
s011 reslice-R-IPS1-ROI intact 1 0.60543
s011 reslice-R-IPS1-ROI scrambled 1 0.20673
s011 reslice-R-IPS1-ROI random 1 0.45466
s011 reslice-R-Ig-ROI intact 1 0.10316
s011 reslice-R-Ig-ROI scrambled 1 0.01039
s011 reslice-R-Ig-ROI random 1 0.06721
s011 reslice-R-LBelt-ROI intact 1 0.35041
s011 reslice-R-LBelt-ROI scrambled 1 0.46387
s011 reslice-R-LBelt-ROI random 1 0.34944
s011 reslice-R-LIPd-ROI intact 1 0.35736
s011 reslice-R-LIPd-ROI scrambled 1 0.17930
s011 reslice-R-LIPd-ROI random 1 0.28724
s011 reslice-R-LIPv-ROI intact 1 0.25158
s011 reslice-R-LIPv-ROI scrambled 1 0.11743
s011 reslice-R-LIPv-ROI random 1 0.18748
s011 reslice-R-LO1-ROI intact 1 0.78416
s011 reslice-R-LO1-ROI scrambled 1 0.62590
s011 reslice-R-LO1-ROI random 1 0.69856
s011 reslice-R-LO2-ROI intact 1 0.64664
s011 reslice-R-LO2-ROI scrambled 1 0.41339
s011 reslice-R-LO2-ROI random 1 0.50972
s011 reslice-R-LO3-ROI intact 1 0.64668
s011 reslice-R-LO3-ROI scrambled 1 0.52861
s011 reslice-R-LO3-ROI random 1 0.62218
s011 reslice-R-MBelt-ROI intact 1 0.42528
s011 reslice-R-MBelt-ROI scrambled 1 0.50718
s011 reslice-R-MBelt-ROI random 1 0.45881
s011 reslice-R-MIP-ROI intact 1 0.39149
s011 reslice-R-MIP-ROI scrambled 1 0.30837
s011 reslice-R-MIP-ROI random 1 0.42829
s011 reslice-R-MI-ROI intact 1 0.01224
s011 reslice-R-MI-ROI scrambled 1 -0.00565
s011 reslice-R-MI-ROI random 1 -0.04472
s011 reslice-R-MST-ROI intact 1 0.23478
s011 reslice-R-MST-ROI scrambled 1 0.14243
s011 reslice-R-MST-ROI random 1 0.04754
s011 reslice-R-MT-ROI intact 1 0.51379
s011 reslice-R-MT-ROI scrambled 1 0.40045
s011 reslice-R-MT-ROI random 1 0.51421
s011 reslice-R-OFC-ROI intact 1 0.03699
s011 reslice-R-OFC-ROI scrambled 1 0.17744
s011 reslice-R-OFC-ROI random 1 0.00322
s011 reslice-R-OP1-ROI intact 1 0.06390
s011 reslice-R-OP1-ROI scrambled 1 0.24141
s011 reslice-R-OP1-ROI random 1 0.09071
s011 reslice-R-OP2-3-ROI intact 1 0.12196
s011 reslice-R-OP2-3-ROI scrambled 1 0.23565
s011 reslice-R-OP2-3-ROI random 1 0.15283
s011 reslice-R-OP4-ROI intact 1 0.36953
s011 reslice-R-OP4-ROI scrambled 1 0.40261
s011 reslice-R-OP4-ROI random 1 0.22076
s011 reslice-R-PBelt-ROI intact 1 0.15971
s011 reslice-R-PBelt-ROI scrambled 1 0.25996
s011 reslice-R-PBelt-ROI random 1 0.16015
s011 reslice-R-PCV-ROI intact 1 0.66280
s011 reslice-R-PCV-ROI scrambled 1 0.48592
s011 reslice-R-PCV-ROI random 1 0.35167
s011 reslice-R-PEF-ROI intact 1 0.53084
s011 reslice-R-PEF-ROI scrambled 1 0.56994
s011 reslice-R-PEF-ROI random 1 0.38808
s011 reslice-R-PF-ROI intact 1 0.42412
s011 reslice-R-PF-ROI scrambled 1 0.54019
s011 reslice-R-PF-ROI random 1 0.33775
s011 reslice-R-PFcm-ROI intact 1 0.19389
s011 reslice-R-PFcm-ROI scrambled 1 0.05584
s011 reslice-R-PFcm-ROI random 1 -0.02611
s011 reslice-R-PFm-ROI intact 1 0.40252
s011 reslice-R-PFm-ROI scrambled 1 0.39072
s011 reslice-R-PFm-ROI random 1 0.16242
s011 reslice-R-PFop-ROI intact 1 0.06071
s011 reslice-R-PFop-ROI scrambled 1 -0.00365
s011 reslice-R-PFop-ROI random 1 -0.02004
s011 reslice-R-PFt-ROI intact 1 0.40603
s011 reslice-R-PFt-ROI scrambled 1 0.18796
s011 reslice-R-PFt-ROI random 1 0.26965
s011 reslice-R-PGi-ROI intact 1 0.42884
s011 reslice-R-PGi-ROI scrambled 1 0.53055
s011 reslice-R-PGi-ROI random 1 0.37063
s011 reslice-R-PGp-ROI intact 1 0.50950
s011 reslice-R-PGp-ROI scrambled 1 0.40658
s011 reslice-R-PGp-ROI random 1 0.33121
s011 reslice-R-PGs-ROI intact 1 0.49849
s011 reslice-R-PGs-ROI scrambled 1 0.41101
s011 reslice-R-PGs-ROI random 1 0.31647
s011 reslice-R-PHA1-ROI intact 1 0.12752
s011 reslice-R-PHA1-ROI scrambled 1 0.26072
s011 reslice-R-PHA1-ROI random 1 0.19072
s011 reslice-R-PHA2-ROI intact 1 0.19259
s011 reslice-R-PHA2-ROI scrambled 1 0.07320
s011 reslice-R-PHA2-ROI random 1 0.11864
s011 reslice-R-PHA3-ROI intact 1 0.41177
s011 reslice-R-PHA3-ROI scrambled 1 0.42963
s011 reslice-R-PHA3-ROI random 1 0.35628
s011 reslice-R-PHT-ROI intact 1 0.34068
s011 reslice-R-PHT-ROI scrambled 1 0.44835
s011 reslice-R-PHT-ROI random 1 0.39902
s011 reslice-R-PH-ROI intact 1 0.49611
s011 reslice-R-PH-ROI scrambled 1 0.39461
s011 reslice-R-PH-ROI random 1 0.55802
s011 reslice-R-PIT-ROI intact 1 0.46905
s011 reslice-R-PIT-ROI scrambled 1 0.40166
s011 reslice-R-PIT-ROI random 1 0.49824
s011 reslice-R-PI-ROI intact 1 0.16954
s011 reslice-R-PI-ROI scrambled 1 0.12465
s011 reslice-R-PI-ROI random 1 0.15962
s011 reslice-R-POS1-ROI intact 1 0.31605
s011 reslice-R-POS1-ROI scrambled 1 0.15607
s011 reslice-R-POS1-ROI random 1 0.10881
s011 reslice-R-POS2-ROI intact 1 0.34910
s011 reslice-R-POS2-ROI scrambled 1 0.21197
s011 reslice-R-POS2-ROI random 1 0.27728
s011 reslice-R-PSL-ROI intact 1 0.40872
s011 reslice-R-PSL-ROI scrambled 1 0.37420
s011 reslice-R-PSL-ROI random 1 0.43682
s011 reslice-R-PeEc-ROI intact 1 -0.13764
s011 reslice-R-PeEc-ROI scrambled 1 0.01185
s011 reslice-R-PeEc-ROI random 1 -0.03463
s011 reslice-R-Pir-ROI intact 1 0.09189
s011 reslice-R-Pir-ROI scrambled 1 0.03147
s011 reslice-R-Pir-ROI random 1 0.10603
s011 reslice-R-PoI1-ROI intact 1 0.25690
s011 reslice-R-PoI1-ROI scrambled 1 0.21868
s011 reslice-R-PoI1-ROI random 1 0.20939
s011 reslice-R-PoI2-ROI intact 1 -0.02391
s011 reslice-R-PoI2-ROI scrambled 1 0.05244
s011 reslice-R-PoI2-ROI random 1 -0.09009
s011 reslice-R-PreS-ROI intact 1 0.04284
s011 reslice-R-PreS-ROI scrambled 1 0.14010
s011 reslice-R-PreS-ROI random 1 0.05650
s011 reslice-R-ProS-ROI intact 1 0.24685
s011 reslice-R-ProS-ROI scrambled 1 0.29749
s011 reslice-R-ProS-ROI random 1 0.18118
s011 reslice-R-RI-ROI intact 1 0.15731
s011 reslice-R-RI-ROI scrambled 1 0.41414
s011 reslice-R-RI-ROI random 1 0.14316
s011 reslice-R-RSC-ROI intact 1 0.24333
s011 reslice-R-RSC-ROI scrambled 1 0.24551
s011 reslice-R-RSC-ROI random 1 0.05647
s011 reslice-R-SCEF-ROI intact 1 0.46687
s011 reslice-R-SCEF-ROI scrambled 1 0.45689
s011 reslice-R-SCEF-ROI random 1 0.38058
s011 reslice-R-SFL-ROI intact 1 0.43647
s011 reslice-R-SFL-ROI scrambled 1 0.50896
s011 reslice-R-SFL-ROI random 1 0.40831
s011 reslice-R-STGa-ROI intact 1 0.33538
s011 reslice-R-STGa-ROI scrambled 1 0.44231
s011 reslice-R-STGa-ROI random 1 0.43171
s011 reslice-R-STSda-ROI intact 1 0.27257
s011 reslice-R-STSda-ROI scrambled 1 0.24252
s011 reslice-R-STSda-ROI random 1 0.21858
s011 reslice-R-STSdp-ROI intact 1 0.39590
s011 reslice-R-STSdp-ROI scrambled 1 0.22166
s011 reslice-R-STSdp-ROI random 1 0.18325
s011 reslice-R-STSva-ROI intact 1 0.37714
s011 reslice-R-STSva-ROI scrambled 1 0.27774
s011 reslice-R-STSva-ROI random 1 0.07817
s011 reslice-R-STSvp-ROI intact 1 0.42184
s011 reslice-R-STSvp-ROI scrambled 1 0.40016
s011 reslice-R-STSvp-ROI random 1 0.28973
s011 reslice-R-STV-ROI intact 1 0.29942
s011 reslice-R-STV-ROI scrambled 1 0.25580
s011 reslice-R-STV-ROI random 1 0.18997
s011 reslice-R-TA2-ROI intact 1 0.18652
s011 reslice-R-TA2-ROI scrambled 1 0.30880
s011 reslice-R-TA2-ROI random 1 0.24559
s011 reslice-R-TE1a-ROI intact 1 0.06747
s011 reslice-R-TE1a-ROI scrambled 1 -0.00032
s011 reslice-R-TE1a-ROI random 1 0.05549
s011 reslice-R-TE1m-ROI intact 1 0.22827
s011 reslice-R-TE1m-ROI scrambled 1 0.32153
s011 reslice-R-TE1m-ROI random 1 0.09814
s011 reslice-R-TE1p-ROI intact 1 0.23794
s011 reslice-R-TE1p-ROI scrambled 1 0.30250
s011 reslice-R-TE1p-ROI random 1 0.28393
s011 reslice-R-TE2a-ROI intact 1 0.23940
s011 reslice-R-TE2a-ROI scrambled 1 0.13350
s011 reslice-R-TE2a-ROI random 1 0.13500
s011 reslice-R-TE2p-ROI intact 1 0.14481
s011 reslice-R-TE2p-ROI scrambled 1 0.24056
s011 reslice-R-TE2p-ROI random 1 0.03241
s011 reslice-R-TF-ROI intact 1 0.16388
s011 reslice-R-TF-ROI scrambled 1 0.28929
s011 reslice-R-TF-ROI random 1 0.16231
s011 reslice-R-TGd-ROI intact 1 0.04518
s011 reslice-R-TGd-ROI scrambled 1 0.19021
s011 reslice-R-TGd-ROI random 1 0.17225
s011 reslice-R-TGv-ROI intact 1 0.06063
s011 reslice-R-TGv-ROI scrambled 1 0.13016
s011 reslice-R-TGv-ROI random 1 0.02572
s011 reslice-R-TPOJ1-ROI intact 1 0.34638
s011 reslice-R-TPOJ1-ROI scrambled 1 0.28446
s011 reslice-R-TPOJ1-ROI random 1 0.27277
s011 reslice-R-TPOJ2-ROI intact 1 0.54018
s011 reslice-R-TPOJ2-ROI scrambled 1 0.33726
s011 reslice-R-TPOJ2-ROI random 1 0.29446
s011 reslice-R-TPOJ3-ROI intact 1 0.56275
s011 reslice-R-TPOJ3-ROI scrambled 1 0.33374
s011 reslice-R-TPOJ3-ROI random 1 0.22793
s011 reslice-R-V1-ROI intact 1 0.41095
s011 reslice-R-V1-ROI scrambled 1 0.32194
s011 reslice-R-V1-ROI random 1 0.36791
s011 reslice-R-V2-ROI intact 1 0.26970
s011 reslice-R-V2-ROI scrambled 1 0.26990
s011 reslice-R-V2-ROI random 1 0.27238
s011 reslice-R-V3A-ROI intact 1 0.65882
s011 reslice-R-V3A-ROI scrambled 1 0.57824
s011 reslice-R-V3A-ROI random 1 0.69656
s011 reslice-R-V3B-ROI intact 1 0.56901
s011 reslice-R-V3B-ROI scrambled 1 0.43825
s011 reslice-R-V3B-ROI random 1 0.61529
s011 reslice-R-V3CD-ROI intact 1 0.67287
s011 reslice-R-V3CD-ROI scrambled 1 0.61549
s011 reslice-R-V3CD-ROI random 1 0.51957
s011 reslice-R-V3-ROI intact 1 0.60481
s011 reslice-R-V3-ROI scrambled 1 0.42776
s011 reslice-R-V3-ROI random 1 0.54229
s011 reslice-R-V4-ROI intact 1 0.73308
s011 reslice-R-V4-ROI scrambled 1 0.57350
s011 reslice-R-V4-ROI random 1 0.74917
s011 reslice-R-V4t-ROI intact 1 0.53762
s011 reslice-R-V4t-ROI scrambled 1 0.33042
s011 reslice-R-V4t-ROI random 1 0.50049
s011 reslice-R-V6A-ROI intact 1 0.36105
s011 reslice-R-V6A-ROI scrambled 1 0.19784
s011 reslice-R-V6A-ROI random 1 0.27412
s011 reslice-R-V6-ROI intact 1 0.45160
s011 reslice-R-V6-ROI scrambled 1 0.29560
s011 reslice-R-V6-ROI random 1 0.36309
s011 reslice-R-V7-ROI intact 1 0.60413
s011 reslice-R-V7-ROI scrambled 1 0.59285
s011 reslice-R-V7-ROI random 1 0.70566
s011 reslice-R-V8-ROI intact 1 0.43861
s011 reslice-R-V8-ROI scrambled 1 0.19097
s011 reslice-R-V8-ROI random 1 0.35761
s011 reslice-R-VIP-ROI intact 1 0.23882
s011 reslice-R-VIP-ROI scrambled 1 0.16723
s011 reslice-R-VIP-ROI random 1 0.24733
s011 reslice-R-VMV1-ROI intact 1 0.41644
s011 reslice-R-VMV1-ROI scrambled 1 0.20808
s011 reslice-R-VMV1-ROI random 1 0.22986
s011 reslice-R-VMV2-ROI intact 1 0.35850
s011 reslice-R-VMV2-ROI scrambled 1 0.29634
s011 reslice-R-VMV2-ROI random 1 0.27715
s011 reslice-R-VMV3-ROI intact 1 0.18590
s011 reslice-R-VMV3-ROI scrambled 1 0.03541
s011 reslice-R-VMV3-ROI random 1 0.22053
s011 reslice-R-VVC-ROI intact 1 0.39511
s011 reslice-R-VVC-ROI scrambled 1 0.31509
s011 reslice-R-VVC-ROI random 1 0.25859
s011 reslice-R-a10p-ROI intact 1 0.25524
s011 reslice-R-a10p-ROI scrambled 1 -0.02748
s011 reslice-R-a10p-ROI random 1 0.11607
s011 reslice-R-a24-ROI intact 1 0.10798
s011 reslice-R-a24-ROI scrambled 1 0.25417
s011 reslice-R-a24-ROI random 1 0.02704
s011 reslice-R-a24pr-ROI intact 1 0.72058
s011 reslice-R-a24pr-ROI scrambled 1 0.42217
s011 reslice-R-a24pr-ROI random 1 0.48835
s011 reslice-R-a32pr-ROI intact 1 0.31195
s011 reslice-R-a32pr-ROI scrambled 1 0.52116
s011 reslice-R-a32pr-ROI random 1 0.13129
s011 reslice-R-a47r-ROI intact 1 0.27897
s011 reslice-R-a47r-ROI scrambled 1 -0.00232
s011 reslice-R-a47r-ROI random 1 0.17103
s011 reslice-R-a9-46v-ROI intact 1 0.33991
s011 reslice-R-a9-46v-ROI scrambled 1 0.38925
s011 reslice-R-a9-46v-ROI random 1 0.04718
s011 reslice-R-d23ab-ROI intact 1 0.41752
s011 reslice-R-d23ab-ROI scrambled 1 0.18894
s011 reslice-R-d23ab-ROI random 1 0.22867
s011 reslice-R-d32-ROI intact 1 0.55178
s011 reslice-R-d32-ROI scrambled 1 0.39335
s011 reslice-R-d32-ROI random 1 0.21862
s011 reslice-R-i6-8-ROI intact 1 0.37715
s011 reslice-R-i6-8-ROI scrambled 1 0.34428
s011 reslice-R-i6-8-ROI random 1 0.26421
s011 reslice-R-p10p-ROI intact 1 0.43299
s011 reslice-R-p10p-ROI scrambled 1 0.27600
s011 reslice-R-p10p-ROI random 1 0.04003
s011 reslice-R-p24-ROI intact 1 0.56810
s011 reslice-R-p24-ROI scrambled 1 0.39524
s011 reslice-R-p24-ROI random 1 0.23722
s011 reslice-R-p24pr-ROI intact 1 0.54237
s011 reslice-R-p24pr-ROI scrambled 1 0.47518
s011 reslice-R-p24pr-ROI random 1 0.41047
s011 reslice-R-p32-ROI intact 1 0.06402
s011 reslice-R-p32-ROI scrambled 1 -0.00455
s011 reslice-R-p32-ROI random 1 0.00083
s011 reslice-R-p32pr-ROI intact 1 0.54567
s011 reslice-R-p32pr-ROI scrambled 1 0.54980
s011 reslice-R-p32pr-ROI random 1 0.43614
s011 reslice-R-p47r-ROI intact 1 0.38840
s011 reslice-R-p47r-ROI scrambled 1 0.21904
s011 reslice-R-p47r-ROI random 1 0.13336
s011 reslice-R-p9-46v-ROI intact 1 0.52449
s011 reslice-R-p9-46v-ROI scrambled 1 0.60020
s011 reslice-R-p9-46v-ROI random 1 0.17398
s011 reslice-R-pOFC-ROI intact 1 -0.01156
s011 reslice-R-pOFC-ROI scrambled 1 0.03265
s011 reslice-R-pOFC-ROI random 1 0.10672
s011 reslice-R-s32-ROI intact 1 -0.02767
s011 reslice-R-s32-ROI scrambled 1 0.09187
s011 reslice-R-s32-ROI random 1 -0.03718
s011 reslice-R-s6-8-ROI intact 1 0.41182
s011 reslice-R-s6-8-ROI scrambled 1 0.42432
s011 reslice-R-s6-8-ROI random 1 0.19296
s011 reslice-R-v23ab-ROI intact 1 0.32763
s011 reslice-R-v23ab-ROI scrambled 1 0.20599
s011 reslice-R-v23ab-ROI random 1 0.16719
s015 reslice-L-10d-ROI intact 1 0.14056
s015 reslice-L-10d-ROI scrambled 1 0.29421
s015 reslice-L-10d-ROI random 1 0.09018
s015 reslice-L-10pp-ROI intact 1 0.07208
s015 reslice-L-10pp-ROI scrambled 1 0.14593
s015 reslice-L-10pp-ROI random 1 0.04819
s015 reslice-L-10r-ROI intact 1 0.37145
s015 reslice-L-10r-ROI scrambled 1 0.39244
s015 reslice-L-10r-ROI random 1 0.10837
s015 reslice-L-10v-ROI intact 1 0.25894
s015 reslice-L-10v-ROI scrambled 1 0.28569
s015 reslice-L-10v-ROI random 1 -0.00331
s015 reslice-L-11l-ROI intact 1 0.10501
s015 reslice-L-11l-ROI scrambled 1 0.08487
s015 reslice-L-11l-ROI random 1 -0.02650
s015 reslice-L-13l-ROI intact 1 0.05436
s015 reslice-L-13l-ROI scrambled 1 -0.07312
s015 reslice-L-13l-ROI random 1 0.05367
s015 reslice-L-1-ROI intact 1 0.04951
s015 reslice-L-1-ROI scrambled 1 -0.09984
s015 reslice-L-1-ROI random 1 -0.07050
s015 reslice-L-23c-ROI intact 1 0.09429
